TimeMillis,Svid,Cn0DbHz,ConstellationType,ElevationDegrees,AzimuthDegrees,UsedInFix
1755507890498,128,36.3,2,0.0,0.0,false
1755507890498,129,37.7,2,0.0,0.0,false
1755507890498,12,24.2,6,33.0,284.0,true
1755507890498,21,24.4,6,37.0,50.0,true
1755507890498,23,37.2,6,73.0,146.0,true
1755507890498,26,38.3,6,19.0,156.0,true
1755507890498,31,22.3,6,29.0,206.0,true
1755507891499,10,26.7,1,66.0,18.0,true
1755507891499,18,37.6,1,23.0,158.0,true
1755507891499,23,36.4,1,52.0,122.0,true
1755507891499,25,24.0,1,19.0,39.0,true
1755507891499,28,25.0,1,32.0,336.0,true
1755507891499,29,20.9,1,13.0,106.0,true
1755507891499,31,30.7,1,37.0,298.0,true
1755507891499,32,27.2,1,18.0,8.0,true
1755507891499,13,34.9,3,75.0,271.0,true
1755507891499,12,24.9,3,42.0,12.0,true
1755507891499,1,20.6,3,27.0,45.0,false
1755507891499,24,28.3,3,25.0,220.0,true
1755507891499,8,37.2,3,16.0,102.0,true
1755507891499,16,25.1,5,37.0,345.0,true
1755507891499,13,21.5,5,59.0,357.0,false
1755507891499,9,29.4,5,46.0,323.0,true
1755507891499,7,22.0,5,46.0,164.0,true
1755507891499,6,22.1,5,40.0,340.0,true
1755507891499,4,37.0,5,28.0,85.0,true
1755507891499,3,32.9,5,80.0,26.0,true
1755507891499,2,27.0,5,60.0,291.0,true
1755507891499,1,39.6,5,45.0,81.0,false
1755507891499,194,29.7,4,39.0,77.0,true
1755507891499,195,26.5,4,44.0,147.0,true
1755507891499,128,35.8,2,0.0,0.0,false
1755507891499,129,37.4,2,0.0,0.0,false
1755507891499,12,24.9,6,33.0,284.0,true
1755507891499,21,25.2,6,37.0,50.0,true
1755507891499,23,36.8,6,73.0,146.0,true
1755507891499,26,38.0,6,19.0,156.0,true
1755507891499,31,22.3,6,29.0,206.0,true
1755507892533,10,25.2,1,66.0,18.0,true
1755507892533,18,37.9,1,23.0,158.0,true
1755507892533,23,36.2,1,52.0,122.0,true
1755507892533,25,21.3,1,19.0,39.0,true
1755507892533,28,23.4,1,32.0,336.0,true
1755507892533,29,22.3,1,13.0,106.0,true
1755507892533,31,30.2,1,37.0,298.0,true
1755507892533,32,26.3,1,18.0,8.0,true
1755507892533,13,34.6,3,75.0,271.0,true
1755507892533,12,25.2,3,42.0,12.0,true
1755507892533,1,24.1,3,27.0,45.0,false
1755507892533,24,27.3,3,25.0,220.0,true
1755507892533,8,37.3,3,16.0,102.0,true
1755507892533,16,25.3,5,37.0,345.0,true
1755507892533,13,21.5,5,59.0,357.0,false
1755507892533,9,28.8,5,46.0,323.0,true
1755507892533,7,24.9,5,46.0,164.0,true
1755507892533,6,22.1,5,40.0,340.0,true
1755507892533,4,37.5,5,28.0,85.0,true
1755507892533,3,32.8,5,80.0,26.0,true
1755507892533,2,27.0,5,60.0,291.0,true
1755507892533,1,39.6,5,45.0,81.0,false
1755507892533,194,29.7,4,39.0,77.0,true
1755507892533,195,27.4,4,44.0,147.0,true
1755507892533,128,35.8,2,0.0,0.0,false
1755507892533,129,37.9,2,0.0,0.0,false
1755507892533,12,22.5,6,33.0,284.0,true
1755507892533,21,24.9,6,37.0,50.0,true
1755507892533,23,36.6,6,73.0,146.0,true
1755507892533,26,38.3,6,19.0,156.0,true
1755507892533,31,21.5,6,29.0,206.0,true
1755507892533,33,20.7,6,52.0,205.0,true
1755507893494,10,26.1,1,66.0,18.0,true
1755507893494,18,37.8,1,23.0,158.0,true
1755507893494,23,36.1,1,52.0,122.0,true
1755507893494,25,24.2,1,19.0,39.0,true
1755507893494,28,26.3,1,32.0,336.0,true
1755507893494,29,23.1,1,13.0,106.0,true
1755507893494,31,30.1,1,37.0,298.0,true
1755507893494,32,26.4,1,18.0,8.0,true
1755507893494,13,34.8,3,75.0,271.0,true
1755507893494,12,24.8,3,42.0,12.0,true
1755507893494,1,21.6,3,27.0,45.0,false
1755507893494,24,28.3,3,25.0,220.0,true
1755507893494,8,37.4,3,16.0,102.0,true
1755507893494,16,27.2,5,37.0,345.0,true
1755507893494,13,21.5,5,59.0,357.0,false
1755507893494,9,29.3,5,46.0,323.0,true
1755507893494,7,22.1,5,46.0,164.0,true
1755507893494,6,20.5,5,40.0,340.0,true
1755507893494,4,36.9,5,28.0,85.0,true
1755507893494,3,32.6,5,80.0,26.0,true
1755507893494,2,27.0,5,60.0,291.0,true
1755507893494,1,39.4,5,45.0,81.0,false
1755507893494,194,29.3,4,39.0,77.0,true
1755507893494,195,26.1,4,44.0,147.0,true
1755507893494,128,35.9,2,0.0,0.0,false
1755507893494,129,37.9,2,0.0,0.0,false
1755507893494,12,23.2,6,33.0,284.0,true
1755507893494,21,24.6,6,37.0,50.0,true
1755507893494,23,36.7,6,73.0,146.0,true
1755507893494,26,37.9,6,19.0,156.0,true
1755507893494,31,21.5,6,29.0,206.0,true
1755507893494,33,20.7,6,52.0,205.0,true
1755507894496,10,25.4,1,66.0,18.0,true
1755507894496,16,21.9,1,21.0,209.0,false
1755507894496,18,38.2,1,23.0,158.0,true
1755507894496,23,35.6,1,52.0,122.0,true
1755507894496,25,23.7,1,19.0,39.0,true
1755507894496,28,25.2,1,32.0,336.0,true
1755507894496,29,20.9,1,13.0,106.0,true
1755507894496,31,30.5,1,37.0,298.0,true
1755507894496,32,27.2,1,18.0,8.0,true
1755507894496,13,35.0,3,75.0,271.0,true
1755507894496,12,25.7,3,42.0,12.0,true
1755507894496,1,22.3,3,27.0,45.0,false
1755507894496,24,27.5,3,25.0,220.0,true
1755507894496,8,37.5,3,16.0,102.0,true
1755507894496,16,26.3,5,37.0,345.0,true
1755507894496,13,21.5,5,59.0,357.0,false
1755507894496,9,28.5,5,46.0,323.0,true
1755507894496,7,23.7,5,46.0,164.0,true
1755507894496,6,20.5,5,40.0,340.0,true
1755507894496,4,36.8,5,28.0,85.0,true
1755507894496,3,32.1,5,80.0,26.0,true
1755507894496,2,25.2,5,60.0,291.0,true
1755507894496,1,39.5,5,45.0,81.0,false
1755507894496,194,29.3,4,39.0,77.0,true
1755507894496,195,27.9,4,44.0,147.0,true
1755507894496,128,35.6,2,0.0,0.0,false
1755507894496,129,38.0,2,0.0,0.0,false
1755507894496,12,23.3,6,33.0,284.0,true
1755507894496,21,25.4,6,37.0,50.0,true
1755507894496,23,37.1,6,73.0,146.0,true
1755507894496,26,38.2,6,19.0,156.0,true
1755507894496,31,22.4,6,29.0,206.0,true
1755507894496,33,20.7,6,52.0,205.0,true
1755507895499,10,26.7,1,66.0,18.0,true
1755507895499,16,22.1,1,21.0,209.0,true
1755507895499,18,37.9,1,23.0,158.0,true
1755507895499,23,35.7,1,52.0,122.0,true
1755507895499,25,21.3,1,19.0,39.0,true
1755507895499,28,24.4,1,32.0,336.0,true
1755507895499,29,20.9,1,13.0,106.0,true
1755507895499,31,31.0,1,37.0,298.0,true
1755507895499,32,27.8,1,18.0,8.0,true
1755507895499,13,34.6,3,75.0,271.0,true
1755507895499,12,24.3,3,42.0,12.0,true
1755507895499,1,21.5,3,27.0,45.0,false
1755507895499,24,27.1,3,25.0,220.0,true
1755507895499,8,37.3,3,16.0,102.0,true
1755507895499,16,26.0,5,37.0,345.0,true
1755507895499,13,21.5,5,59.0,357.0,false
1755507895499,9,29.1,5,46.0,323.0,true
1755507895499,7,23.7,5,46.0,164.0,true
1755507895499,6,20.3,5,40.0,340.0,true
1755507895499,4,37.1,5,28.0,85.0,true
1755507895499,3,33.1,5,80.0,26.0,true
1755507895499,2,25.2,5,60.0,291.0,true
1755507895499,1,39.5,5,45.0,81.0,false
1755507895499,194,29.4,4,39.0,77.0,true
1755507895499,195,26.4,4,44.0,147.0,true
1755507895499,128,34.9,2,0.0,0.0,false
1755507895499,129,37.7,2,0.0,0.0,false
1755507895499,12,24.5,6,33.0,284.0,true
1755507895499,21,23.3,6,37.0,50.0,true
1755507895499,23,36.7,6,73.0,146.0,true
1755507895499,26,38.3,6,19.0,156.0,true
1755507895499,31,22.4,6,29.0,206.0,true
1755507895499,33,22.9,6,52.0,205.0,true
1755507896497,10,25.7,1,66.0,18.0,true
1755507896497,16,22.1,1,21.0,209.0,true
1755507896497,18,37.4,1,23.0,158.0,true
1755507896497,23,34.9,1,52.0,122.0,true
1755507896497,25,21.0,1,19.0,39.0,true
1755507896497,28,24.6,1,32.0,336.0,true
1755507896497,29,20.3,1,13.0,106.0,true
1755507896497,31,30.9,1,37.0,298.0,true
1755507896497,32,26.8,1,18.0,8.0,true
1755507896497,13,35.3,3,75.0,271.0,true
1755507896497,12,25.6,3,42.0,12.0,true
1755507896497,1,24.3,3,27.0,45.0,false
1755507896497,24,26.8,3,25.0,220.0,true
1755507896497,8,36.9,3,16.0,102.0,true
1755507896497,16,26.2,5,37.0,345.0,true
1755507896497,13,21.5,5,59.0,357.0,false
1755507896497,9,27.9,5,46.0,323.0,true
1755507896497,7,24.6,5,46.0,164.0,true
1755507896497,6,20.3,5,40.0,340.0,true
1755507896497,4,36.9,5,28.0,85.0,true
1755507896497,3,33.0,5,80.0,26.0,true
1755507896497,2,25.2,5,60.0,291.0,true
1755507896497,1,39.0,5,45.0,81.0,false
1755507896497,194,29.8,4,39.0,77.0,true
1755507896497,195,26.4,4,44.0,147.0,true
1755507896497,128,35.3,2,0.0,0.0,false
1755507896497,129,38.3,2,0.0,0.0,false
1755507896497,12,23.5,6,33.0,284.0,true
1755507896497,21,25.5,6,37.0,50.0,true
1755507896497,23,36.6,6,73.0,146.0,true
1755507896497,26,38.3,6,19.0,156.0,true
1755507896497,31,21.2,6,29.0,206.0,true
1755507896497,33,21.8,6,52.0,205.0,true
1755507897505,10,25.5,1,66.0,18.0,true
1755507897505,16,22.1,1,21.0,209.0,true
1755507897505,18,37.6,1,23.0,158.0,true
1755507897505,23,35.2,1,52.0,122.0,true
1755507897505,25,21.0,1,19.0,39.0,true
1755507897505,28,23.4,1,32.0,336.0,true
1755507897505,29,20.3,1,13.0,106.0,true
1755507897505,31,30.8,1,37.0,298.0,true
1755507897505,32,26.5,1,18.0,8.0,true
1755507897505,13,34.4,3,75.0,271.0,true
1755507897505,12,25.2,3,42.0,12.0,true
1755507897505,1,22.9,3,27.0,45.0,false
1755507897505,24,26.7,3,25.0,219.0,true
1755507897505,8,37.2,3,16.0,102.0,true
1755507897505,16,26.1,5,37.0,345.0,true
1755507897505,13,21.5,5,59.0,357.0,false
1755507897505,9,28.4,5,46.0,323.0,true
1755507897505,7,25.1,5,46.0,164.0,true
1755507897505,6,22.0,5,40.0,340.0,true
1755507897505,4,37.1,5,28.0,85.0,true
1755507897505,3,33.0,5,80.0,26.0,true
1755507897505,2,25.7,5,60.0,291.0,true
1755507897505,1,39.4,5,45.0,81.0,false
1755507897505,194,30.3,4,39.0,77.0,true
1755507897505,195,24.2,4,44.0,147.0,true
1755507897505,128,35.4,2,0.0,0.0,false
1755507897505,129,38.0,2,0.0,0.0,false
1755507897505,12,24.9,6,33.0,284.0,true
1755507897505,21,26.3,6,37.0,50.0,true
1755507897505,23,36.8,6,73.0,146.0,true
1755507897505,26,38.7,6,19.0,156.0,true
1755507897505,29,21.1,6,12.0,53.0,true
1755507897505,31,21.9,6,29.0,206.0,true
1755507897505,33,21.8,6,52.0,205.0,true
1755507898534,10,25.6,1,66.0,18.0,true
1755507898534,18,37.7,1,23.0,158.0,true
1755507898534,23,34.9,1,52.0,122.0,true
1755507898534,25,21.0,1,19.0,39.0,true
1755507898534,28,22.9,1,32.0,336.0,true
1755507898534,29,20.3,1,13.0,106.0,true
1755507898534,31,30.5,1,37.0,298.0,true
1755507898534,32,27.8,1,18.0,8.0,true
1755507898534,13,34.7,3,75.0,271.0,true
1755507898534,12,23.4,3,42.0,12.0,true
1755507898534,1,24.4,3,27.0,45.0,false
1755507898534,24,27.3,3,25.0,219.0,true
1755507898534,8,36.7,3,16.0,102.0,true
1755507898534,16,26.2,5,37.0,345.0,true
1755507898534,13,21.5,5,59.0,357.0,false
1755507898534,9,28.5,5,46.0,323.0,true
1755507898534,7,26.0,5,46.0,164.0,true
1755507898534,6,22.0,5,40.0,340.0,true
1755507898534,4,37.2,5,28.0,85.0,true
1755507898534,3,32.4,5,80.0,26.0,true
1755507898534,2,25.7,5,60.0,291.0,true
1755507898534,1,39.3,5,45.0,81.0,false
1755507898534,194,30.6,4,39.0,77.0,true
1755507898534,195,25.5,4,44.0,147.0,true
1755507898534,128,35.9,2,0.0,0.0,false
1755507898534,129,37.9,2,0.0,0.0,false
1755507898534,12,24.3,6,33.0,284.0,true
1755507898534,21,25.7,6,37.0,50.0,true
1755507898534,23,36.9,6,73.0,146.0,true
1755507898534,26,38.6,6,19.0,156.0,true
1755507898534,29,21.1,6,12.0,53.0,true
1755507898534,31,22.1,6,29.0,206.0,true
1755507898534,33,21.2,6,52.0,205.0,true
1755507899500,10,25.5,1,66.0,18.0,true
1755507899500,18,37.6,1,23.0,158.0,true
1755507899500,23,35.1,1,52.0,122.0,true
1755507899500,25,21.0,1,19.0,39.0,true
1755507899500,28,23.3,1,32.0,336.0,true
1755507899500,29,20.3,1,13.0,106.0,true
1755507899500,31,30.9,1,37.0,298.0,true
1755507899500,32,28.0,1,18.0,8.0,true
1755507899500,13,34.7,3,75.0,271.0,true
1755507899500,12,22.3,3,42.0,12.0,true
1755507899500,1,24.4,3,27.0,45.0,false
1755507899500,24,27.8,3,25.0,219.0,true
1755507899500,8,36.3,3,16.0,102.0,true
1755507899500,16,25.6,5,37.0,345.0,true
1755507899500,13,21.5,5,59.0,357.0,false
1755507899500,9,29.4,5,46.0,323.0,true
1755507899500,7,24.7,5,46.0,164.0,true
1755507899500,6,22.0,5,40.0,340.0,true
1755507899500,4,37.5,5,28.0,85.0,true
1755507899500,3,31.7,5,80.0,26.0,true
1755507899500,2,25.7,5,60.0,291.0,true
1755507899500,1,39.2,5,45.0,81.0,false
1755507899500,194,30.3,4,39.0,77.0,true
1755507899500,195,25.6,4,44.0,147.0,true
1755507899500,128,36.0,2,0.0,0.0,false
1755507899500,129,37.8,2,0.0,0.0,false
1755507899500,12,24.8,6,33.0,284.0,true
1755507899500,21,25.7,6,37.0,50.0,true
1755507899500,23,36.9,6,73.0,146.0,true
1755507899500,26,38.6,6,19.0,156.0,true
1755507899500,29,21.1,6,12.0,53.0,true
1755507899500,31,22.1,6,29.0,206.0,true
1755507899500,33,21.2,6,52.0,205.0,true
1755507900498,10,25.3,1,66.0,18.0,true
1755507900498,16,20.9,1,21.0,209.0,true
1755507900498,18,37.7,1,23.0,158.0,true
1755507900498,23,34.9,1,52.0,122.0,true
1755507900498,28,25.5,1,32.0,336.0,true
1755507900498,31,31.9,1,37.0,298.0,true
1755507900498,32,27.7,1,18.0,8.0,true
1755507900498,13,34.7,3,75.0,271.0,true
1755507900498,12,22.3,3,42.0,12.0,true
1755507900498,1,21.9,3,27.0,45.0,false
1755507900498,24,27.3,3,25.0,219.0,true
1755507900498,8,36.4,3,16.0,102.0,true
1755507900498,16,25.8,5,37.0,345.0,true
1755507900498,9,29.1,5,46.0,323.0,true
1755507900498,7,24.3,5,46.0,164.0,true
1755507900498,6,20.6,5,40.0,340.0,true
1755507900498,4,37.2,5,28.0,85.0,true
1755507900498,3,32.2,5,80.0,26.0,true
1755507900498,2,26.9,5,60.0,291.0,true
1755507900498,1,39.7,5,45.0,81.0,false
1755507900498,194,31.5,4,39.0,77.0,true
1755507900498,195,23.7,4,44.0,147.0,true
1755507900498,128,36.0,2,0.0,0.0,false
1755507900498,129,37.7,2,0.0,0.0,false
1755507900498,12,25.3,6,33.0,284.0,true
1755507900498,21,25.9,6,37.0,50.0,true
1755507900498,23,36.9,6,73.0,146.0,true
1755507900498,26,38.6,6,19.0,156.0,true
1755507900498,31,21.4,6,29.0,206.0,true
1755507900498,33,21.7,6,52.0,205.0,true
1755507901497,10,26.2,1,66.0,18.0,true
1755507901497,16,20.9,1,21.0,209.0,true
1755507901497,18,37.8,1,23.0,158.0,true
1755507901497,23,34.4,1,52.0,122.0,true
1755507901497,25,22.8,1,19.0,39.0,true
1755507901497,28,24.1,1,32.0,336.0,true
1755507901497,31,30.2,1,37.0,299.0,true
1755507901497,32,27.9,1,18.0,8.0,true
1755507901497,13,35.2,3,75.0,271.0,true
1755507901497,12,21.1,3,42.0,12.0,true
1755507901497,1,22.0,3,27.0,45.0,false
1755507901497,24,28.1,3,25.0,219.0,true
1755507901497,8,36.4,3,16.0,102.0,true
1755507901497,16,25.6,5,37.0,345.0,true
1755507901497,9,29.4,5,46.0,323.0,true
1755507901497,7,23.3,5,46.0,164.0,true
1755507901497,6,21.6,5,40.0,340.0,true
1755507901497,4,37.5,5,28.0,85.0,true
1755507901497,3,32.2,5,80.0,26.0,true
1755507901497,2,26.9,5,60.0,291.0,true
1755507901497,1,39.4,5,45.0,81.0,false
1755507901497,194,30.6,4,39.0,77.0,true
1755507901497,195,24.5,4,44.0,147.0,true
1755507901497,128,36.2,2,0.0,0.0,false
1755507901497,129,37.6,2,0.0,0.0,false
1755507901497,12,26.2,6,33.0,284.0,true
1755507901497,21,27.0,6,37.0,50.0,true
1755507901497,23,36.9,6,73.0,146.0,true
1755507901497,26,38.6,6,19.0,156.0,true
1755507901497,29,23.8,6,12.0,53.0,true
1755507901497,31,22.0,6,29.0,206.0,true
1755507901497,33,21.8,6,52.0,205.0,true
1755507902496,10,25.6,1,66.0,18.0,true
1755507902496,16,22.5,1,21.0,209.0,true
1755507902496,18,37.6,1,23.0,158.0,true
1755507902496,23,35.4,1,52.0,122.0,true
1755507902496,25,22.8,1,19.0,39.0,true
1755507902496,28,24.6,1,32.0,336.0,true
1755507902496,31,30.9,1,37.0,299.0,true
1755507902496,32,28.0,1,18.0,8.0,true
1755507902496,13,34.7,3,75.0,271.0,true
1755507902496,12,21.1,3,42.0,12.0,true
1755507902496,1,22.9,3,27.0,45.0,false
1755507902496,24,27.2,3,25.0,219.0,true
1755507902496,8,36.6,3,16.0,102.0,true
1755507902496,16,25.9,5,37.0,345.0,true
1755507902496,9,29.7,5,46.0,323.0,true
1755507902496,7,25.6,5,46.0,164.0,true
1755507902496,6,23.4,5,40.0,340.0,true
1755507902496,4,37.6,5,28.0,85.0,true
1755507902496,3,32.7,5,80.0,26.0,true
1755507902496,2,26.9,5,60.0,291.0,true
1755507902496,1,39.2,5,45.0,81.0,false
1755507902496,194,30.7,4,39.0,77.0,true
1755507902496,195,28.1,4,44.0,147.0,true
1755507902496,128,35.3,2,0.0,0.0,false
1755507902496,129,37.4,2,0.0,0.0,false
1755507902496,12,26.9,6,33.0,284.0,true
1755507902496,21,26.4,6,37.0,50.0,true
1755507902496,23,37.2,6,73.0,146.0,true
1755507902496,26,38.3,6,19.0,156.0,true
1755507902496,29,23.8,6,12.0,53.0,true
1755507902496,31,22.0,6,29.0,206.0,true
1755507902496,33,24.4,6,52.0,205.0,true
1755507903497,10,26.5,1,66.0,18.0,true
1755507903497,16,22.5,1,21.0,209.0,true
1755507903497,18,36.1,1,23.0,158.0,true
1755507903497,23,36.0,1,52.0,122.0,true
1755507903497,25,21.4,1,19.0,39.0,true
1755507903497,28,24.6,1,32.0,336.0,true
1755507903497,29,20.6,1,13.0,106.0,true
1755507903497,31,30.7,1,37.0,299.0,true
1755507903497,32,27.1,1,18.0,8.0,true
1755507903497,13,34.3,3,75.0,271.0,true
1755507903497,1,24.9,3,27.0,45.0,false
1755507903497,24,26.5,3,25.0,219.0,true
1755507903497,8,37.2,3,16.0,102.0,true
1755507903497,16,28.2,5,37.0,345.0,true
1755507903497,9,29.6,5,46.0,323.0,true
1755507903497,7,24.9,5,46.0,164.0,true
1755507903497,6,23.2,5,40.0,340.0,true
1755507903497,4,37.6,5,28.0,85.0,true
1755507903497,3,34.1,5,80.0,26.0,true
1755507903497,2,27.0,5,60.0,291.0,true
1755507903497,1,38.8,5,45.0,81.0,false
1755507903497,194,31.9,4,39.0,77.0,true
1755507903497,195,30.5,4,44.0,147.0,true
1755507903497,128,34.9,2,0.0,0.0,false
1755507903497,129,37.0,2,0.0,0.0,false
1755507903497,12,26.5,6,33.0,284.0,true
1755507903497,21,27.2,6,37.0,50.0,true
1755507903497,23,36.8,6,73.0,146.0,true
1755507903497,26,36.0,6,19.0,156.0,true
1755507903497,29,21.4,6,12.0,53.0,true
1755507903497,31,20.1,6,29.0,206.0,true
1755507903497,33,23.4,6,52.0,205.0,true
1755507904497,10,25.3,1,66.0,18.0,true
1755507904497,18,35.3,1,23.0,158.0,true
1755507904497,23,36.3,1,52.0,122.0,true
1755507904497,25,22.5,1,19.0,39.0,true
1755507904497,28,22.6,1,32.0,336.0,true
1755507904497,29,27.3,1,13.0,106.0,true
1755507904497,31,31.7,1,37.0,299.0,true
1755507904497,32,27.4,1,18.0,8.0,true
1755507904497,13,34.0,3,75.0,271.0,true
1755507904497,12,21.5,3,42.0,12.0,true
1755507904497,1,24.9,3,27.0,45.0,false
1755507904497,24,25.7,3,25.0,219.0,true
1755507904497,8,36.6,3,16.0,102.0,true
1755507904497,16,26.3,5,37.0,345.0,true
1755507904497,9,29.3,5,46.0,323.0,true
1755507904497,7,24.9,5,46.0,164.0,true
1755507904497,6,24.8,5,40.0,340.0,true
1755507904497,4,37.9,5,28.0,85.0,true
1755507904497,3,33.9,5,80.0,26.0,true
1755507904497,2,27.0,5,60.0,291.0,true
1755507904497,1,39.8,5,45.0,81.0,false
1755507904497,194,33.9,4,39.0,77.0,true
1755507904497,195,27.8,4,44.0,147.0,true
1755507904497,128,35.9,2,0.0,0.0,false
1755507904497,129,36.4,2,0.0,0.0,false
1755507904497,12,26.8,6,33.0,284.0,true
1755507904497,21,23.7,6,37.0,50.0,true
1755507904497,23,37.4,6,73.0,146.0,true
1755507904497,26,35.7,6,19.0,156.0,true
1755507904497,29,23.6,6,12.0,53.0,true
1755507904497,31,20.1,6,29.0,206.0,true
1755507904497,33,23.8,6,52.0,205.0,true
1755507905495,10,25.1,1,66.0,18.0,true
1755507905495,18,35.7,1,23.0,158.0,true
1755507905495,23,36.7,1,52.0,122.0,true
1755507905495,25,23.7,1,19.0,39.0,true
1755507905495,28,23.8,1,32.0,336.0,true
1755507905495,29,24.8,1,13.0,106.0,true
1755507905495,31,29.9,1,37.0,299.0,true
1755507905495,32,27.7,1,18.0,8.0,true
1755507905495,13,33.8,3,75.0,271.0,true
1755507905495,12,21.5,3,42.0,12.0,true
1755507905495,1,20.3,3,27.0,45.0,false
1755507905495,24,26.7,3,25.0,219.0,true
1755507905495,8,36.7,3,16.0,102.0,true
1755507905495,16,25.9,5,37.0,345.0,true
1755507905495,9,28.2,5,46.0,323.0,true
1755507905495,7,21.2,5,46.0,164.0,true
1755507905495,6,24.2,5,40.0,340.0,true
1755507905495,4,38.1,5,28.0,85.0,true
1755507905495,3,32.2,5,80.0,26.0,true
1755507905495,2,27.0,5,60.0,291.0,true
1755507905495,1,40.5,5,45.0,81.0,false
1755507905495,194,32.9,4,39.0,77.0,true
1755507905495,195,29.3,4,44.0,147.0,true
1755507905495,128,37.4,2,0.0,0.0,false
1755507905495,129,35.7,2,0.0,0.0,false
1755507905495,12,22.2,6,33.0,284.0,true
1755507905495,21,26.2,6,37.0,50.0,true
1755507905495,23,36.8,6,73.0,146.0,true
1755507905495,26,34.5,6,19.0,156.0,true
1755507905495,29,22.5,6,12.0,53.0,true
1755507905495,31,20.1,6,29.0,206.0,true
1755507905495,33,23.8,6,52.0,205.0,true
1755507906497,10,24.5,1,66.0,18.0,true
1755507906497,18,35.2,1,23.0,158.0,true
1755507906497,23,36.6,1,52.0,122.0,true
1755507906497,25,22.1,1,19.0,39.0,true
1755507906497,28,23.8,1,32.0,336.0,true
1755507906497,29,27.9,1,13.0,106.0,true
1755507906497,31,29.3,1,37.0,299.0,true
1755507906497,32,26.4,1,18.0,8.0,true
1755507906497,13,33.3,3,75.0,271.0,true
1755507906497,12,21.5,3,42.0,12.0,true
1755507906497,1,20.3,3,27.0,45.0,false
1755507906497,24,26.3,3,25.0,219.0,true
1755507906497,8,37.1,3,16.0,102.0,true
1755507906497,16,25.9,5,37.0,345.0,true
1755507906497,9,29.1,5,46.0,323.0,true
1755507906497,7,24.3,5,46.0,164.0,true
1755507906497,6,23.4,5,40.0,340.0,true
1755507906497,4,38.1,5,28.0,85.0,true
1755507906497,3,33.8,5,80.0,26.0,true
1755507906497,2,27.5,5,60.0,291.0,true
1755507906497,1,39.8,5,45.0,81.0,false
1755507906497,194,32.1,4,39.0,77.0,true
1755507906497,195,29.9,4,44.0,147.0,true
1755507906497,128,37.1,2,0.0,0.0,false
1755507906497,129,36.5,2,0.0,0.0,false
1755507906497,10,21.3,6,15.0,299.0,true
1755507906497,12,25.9,6,33.0,284.0,true
1755507906497,21,24.9,6,37.0,50.0,true
1755507906497,23,36.7,6,73.0,146.0,true
1755507906497,26,35.6,6,19.0,156.0,true
1755507906497,29,24.2,6,12.0,53.0,true
1755507906497,31,20.6,6,29.0,206.0,true
1755507906497,33,22.9,6,52.0,205.0,true
1755507907503,10,25.0,1,66.0,18.0,true
1755507907503,18,35.3,1,23.0,158.0,true
1755507907503,23,35.8,1,52.0,122.0,true
1755507907503,25,21.8,1,19.0,39.0,true
1755507907503,28,22.3,1,32.0,336.0,true
1755507907503,29,28.1,1,13.0,106.0,true
1755507907503,31,28.3,1,37.0,299.0,true
1755507907503,32,26.6,1,18.0,8.0,true
1755507907503,13,33.7,3,75.0,271.0,true
1755507907503,1,21.1,3,27.0,45.0,false
1755507907503,24,27.4,3,25.0,219.0,true
1755507907503,8,36.9,3,16.0,102.0,true
1755507907503,16,25.2,5,37.0,345.0,true
1755507907503,9,28.7,5,46.0,323.0,true
1755507907503,7,25.7,5,46.0,164.0,true
1755507907503,6,23.4,5,40.0,340.0,true
1755507907503,4,38.6,5,28.0,85.0,true
1755507907503,3,33.7,5,80.0,26.0,true
1755507907503,2,27.5,5,60.0,291.0,true
1755507907503,1,39.6,5,45.0,81.0,false
1755507907503,194,33.2,4,39.0,77.0,true
1755507907503,195,31.1,4,44.0,147.0,true
1755507907503,128,36.6,2,0.0,0.0,false
1755507907503,129,36.4,2,0.0,0.0,false
1755507907503,10,21.3,6,15.0,299.0,true
1755507907503,12,25.7,6,33.0,284.0,true
1755507907503,21,23.9,6,37.0,50.0,true
1755507907503,23,36.6,6,73.0,146.0,true
1755507907503,26,36.3,6,19.0,156.0,true
1755507907503,29,23.0,6,12.0,53.0,true
1755507907503,31,20.6,6,29.0,206.0,true
1755507907503,33,23.8,6,52.0,205.0,true
1755507908497,10,26.3,1,66.0,18.0,true
1755507908497,18,35.7,1,23.0,158.0,true
1755507908497,23,35.5,1,52.0,122.0,true
1755507908497,25,22.5,1,19.0,39.0,true
1755507908497,28,22.3,1,32.0,336.0,true
1755507908497,29,28.7,1,13.0,106.0,true
1755507908497,31,28.7,1,37.0,299.0,true
1755507908497,32,28.4,1,18.0,8.0,true
1755507908497,13,33.5,3,75.0,271.0,true
1755507908497,1,23.0,3,27.0,45.0,false
1755507908497,24,26.7,3,25.0,219.0,true
1755507908497,8,36.7,3,16.0,102.0,true
1755507908497,16,24.9,5,37.0,345.0,true
1755507908497,9,29.4,5,46.0,323.0,true
1755507908497,7,26.2,5,46.0,164.0,true
1755507908497,6,21.3,5,40.0,340.0,true
1755507908497,4,38.6,5,28.0,85.0,true
1755507908497,3,33.8,5,80.0,26.0,true
1755507908497,2,27.5,5,60.0,291.0,true
1755507908497,1,39.5,5,45.0,81.0,false
1755507908497,194,32.8,4,39.0,77.0,true
1755507908497,195,29.9,4,44.0,147.0,true
1755507908497,128,36.6,2,0.0,0.0,false
1755507908497,129,36.6,2,0.0,0.0,false
1755507908497,10,20.1,6,15.0,299.0,true
